name	partnerprotein	partnerprotein_textbox	target_order	target_species	activity	taxonid	lc50	units	percentage_mortality	publication	other_citations	life_stage	instar	assay_material	assay_method	comment
Cry8Da	No	No	Coleoptera	Agelastica coerulea	Yes	226668	 	 		10.1016/j.jip.2008.05.009		Adult		Spore crystal mix	Surface contamination	
Cry8Da	No	No	Coleoptera	Agelastica coerulea	Yes	226668	 	 		10.1016/j.jip.2008.05.009		Larvae	2nd Instar	Spore crystal mix	Other	
Cry8Da1	No	No	Coleoptera	Anomala cuprea	Yes	121601	 	 	 	10.1016/S1049-9644(03)00060-4 		Larvae		Cell lysate		Assay against 1st - 3rd instart larvae: Parental Bt strain also kills Anomala orientalis and Popillia japonica but isolated Cry8Da1 not tested against these insects
Cry8Db1	No	No	Coleoptera	Popillia japonica	Yes	7064	19.6	µg/g	 	10.1016/j.jip.2008.05.009		Larvae	2nd Instar	Spore crystal mix	Other	
Cry8Db1	No	No	Coleoptera	Agelastica coerulea	Yes	226668	 	 		10.1016/j.jip.2008.05.009		Adult		Spore crystal mix	Surface contamination	
Cry8Db1	No	No	Coleoptera	Agelastica coerulea	Yes	226668	 	 		10.1016/j.jip.2008.05.009		Larvae	2nd Instar	Spore crystal mix	Other	
Cry8Db1	No	No	Coleoptera	Atrachya menetriesi	No	301068	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2008.05.009		Adult		Spore crystal mix	Surface contamination	
Cry8Db1	No	No	Coleoptera	Atrachya menetriesi	No	301068	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2008.05.009		Larvae	2nd Instar	Spore crystal mix	Other	
Cry8Db1	No	No	Coleoptera	Popillia japonica	Yes	7064	404	ng/cm2	 	10.1016/j.jip.2008.05.009		Adult		Spore crystal mix	Surface contamination	
Cry8Db1	No	No	Coleoptera	Pentodon idiota	Yes	465151			approx 91.66%	0.1007/s12033-019-00183-5		Larvae	Not Specified	Transgenic plant	Diet incorporation	
Cry8Ea1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	0.0875	CFU/g		10.1007/s00284-008-9338-y		Larvae		Spore crystal mix		
Cry8Ea1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	50.54	µg/g soil	 	10.1016/j.jsb.2009.07.004		Larvae		Purified protein	Other (add to comments)	Addition to soil
Cry8Ea1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	57.5	µg/g soil		10.1371/journal.pone.0081335		Larvae		Purified protein		
Cry8Ea1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	 	 	 	10.1007/s00299-013-1417-2		Larvae		Transgenic plant	Transgenic plant	
Cry8Fa1	No	No	Coleoptera	Holotrichia parallela	No	93412	"NA	 not toxic"	NA not toxic		10.1007/s00284-008-9338-y		Larvae		Spore crystal mix		
Cry8Ga1	No	No	Coleoptera	Anomala corpulenta	No	931571	"NA	 not toxic"	NA not toxic		10.1007/s00253-009-1971-2		Larvae	15 day	Spore crystal mix	diet incorporation	
Cry8Ga1	No	No	Coleoptera	Holotrichia oblita	Yes	644536	10.15	µg/g soil	 	10.1007/s00253-009-1971-2		Larvae	5 day	Spore crystal mix	diet incorporation	
Cry8Ga1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	7.3846	µg/g soil	 	10.1007/s00253-009-1971-2		Larvae	5 day	Spore crystal mix	diet incorporation	
Cry8Ha1	No	No	Coleoptera	Holotrichia oblita	Yes	644536	0.99	mg/ml		10.3390/toxins12100642 		Adult		Purified protein	Leaf-dip	"Note	 protoxin is active but chymotrypsin activated protein loses activity: protoxin not active against larvae"
Cry8Ha1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	218.9	CFU/g		10.3390/toxins12100642 		Larvae		Spore crystal mix	Diet incorporation	
Cry8Ha1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	0.16	mg/ml		10.3390/toxins12100642 		Adult		Purified protein	Leaf-dip	
Cry8Ha1	No	No	Coleoptera	Holotrichia oblita	No	644536	"NA	 not toxic"	NA not toxic		10.3390/toxins12100642 		Larvae		Spore crystal mix	Diet incorporation	"Note inactive against larvae	 active against adults"
Cry8Ha1	No	No	Coleoptera	Colaphellus bowringi	Yes	561076	0.02	mg/ml	 	10.3390/toxins12100642 		Larvae		Purified protein	Leaf-dip	"Note	 protoxin is inactive but chymotrypsin activated protein gains activity"
Cry8Ha1	No	No	Coleoptera	Anoplophora glabripennis	Yes	217634	 	 	 	10.3390/toxins12100642 		Larvae		Purified protein	Diet incorporation	
Cry8Ia1	No	No	Coleoptera	Holotrichia oblita	No	644536	"NA	 not toxic"	NA not toxic		10.3390/toxins12100642 		Larvae		Spore crystal mix	Diet incorporation	
Cry8Ia1	No	No	Coleoptera	Colaphellus bowringi	No	561076	"NA	 not toxic"	NA not toxic		10.3390/toxins12100642 		Larvae		Purified protein	Leaf-dip	
Cry8Ia1	No	No	Coleoptera	Holotrichia oblita	No	644536	"NA	 not toxic"	NA not toxic		10.3390/toxins12100642 		Adult		Purified protein	Leaf-dip	
Cry8Ia1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	85.03	CFU/g		10.3390/toxins12100642 		Larvae		Spore crystal mix	Diet incorporation	
Cry8Ia1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	85.03	mg/ml		10.3390/toxins12100642 		Adult		Purified protein	Leaf-dip	
Cry8Ka1	No	No	Coleoptera	Anthonomus grandis	Yes	7044		 	0.2933	10.1186/1472-6750-11-85		Larvae	1st Instar	Purified protein	Diet incorporation	Note: other Cry8Ba variants described in this publication are unnatural mutants and  have been named outside the official nomenclature.  They do NOT correspond to proteins with the same names in the official nomenclature system.
Cry8Ka1	No	No	Coleoptera	Anthonomus grandis	Yes	7044		 	 	10.1016/j.jip.2010.01.012						
Cry8Kb3	No	No	Coleoptera	Alphitobius diaperinus	No	27448	"NA	 not toxic"	NA not toxic		10.1159/000365929 		Larvae	2nd Instar	Spore crystal mix	Diet incorporation	
Cry8Kb3	No	No	Coleoptera	Anthonomus grandis	No	7044	"NA	 not toxic"	NA not toxic		10.1159/000365929 		Larvae	1st Instar	Spore crystal mix	Diet incorporation	5.3% mortality recorded is not different from plasmid only control
Cry8Na1	No	No	Coleoptera	Holotrichia oblita	No	644536	"NA	 not toxic"	NA not toxic		10.1007/s11274-014-1734-9		Larvae		Spore crystal mix		
Cry8Na1	No	No	Coleoptera	Anomala corpulenta	No	931571	"NA	 not toxic"	NA not toxic		10.1007/s11274-014-1734-9		Larvae		Spore crystal mix		
Cry8Na1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	8.18 x10(10)	CFU/g		10.1007/s11274-014-1734-9		Larvae		Spore crystal mix		
Cry8Pa3	No	No	Coleoptera	Anthonomus grandis	Yes	7044	 	 	0.0036	10.1159/000365929 		Larvae	1st Instar	Spore crystal mix	Diet incorporation	
Cry8Pa3	No	No	Coleoptera	Alphitobius diaperinus	No	27448	"NA	 not toxic"	NA not toxic		10.1159/000365929 		Larvae	2nd Instar	Spore crystal mix	Diet incorporation	
Cry8Qa2	No	No	Coleoptera	Alphitobius diaperinus	No	27448	"NA	 not toxic"	NA not toxic		10.1159/000365929 		Larvae	2nd Instar	Spore crystal mix	Diet incorporation	
Cry8Qa2	No	No	Coleoptera	Anthonomus grandis	Yes	7044	 	 	0.0021	10.1159/000365929 		Larvae	1st Instar	Spore crystal mix	Diet incorporation	
Cry8Qa2	No	No	Lepidoptera	Anticarsia gemmatalis	Yes	129554	 	 	0.146	10.1159/000353206 		Larvae	1st Instar	Spore crystal mix	Diet incorporation	"14.6% toxicity at 4ml culture	 4.5x10(6) CFU/ml"
Cry9A	No	No	Lepidoptera	Plutella xylostella	Yes	51655			26.67% at 44.4 ng/ml 		Biopesticides International 3(1):58-70	unknown			leaf dip	Mortality observed after 3 days
Cry9A	No	No	Lepidoptera	Plutella xylostella	Yes	51655			44.82% at 44.4 ng/ml 		Biopesticides International 3(1):58-70	unknown			leaf dip	Mortality observed after 3 days
Cry9Aa	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504	5890	ng/g		10.1074/jbc.RA118.003490		Larvae	1st Instar	Purified protein	diet incorporation	
Cry9Aa	No	No	Lepidoptera	Chilo suppressalis	Yes	168631	700	ng/g		10.1074/jbc.RA118.003490		Larvae	1st Instar	Purified protein	diet incorporation	
Cry9Aa	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504	21700	ng/g		10.1074/jbc.RA118.003490		Larvae	1st Instar	Purified protein	diet incorporation	
Cry9Aa	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	727.84	ng/larva		10.1016/j.jip.2014.06.005		Larvae	1st Instar	Purified crystals	droplet feeding	
Cry9Aa2	No	No	Lepidoptera	Helicoverpa armigera	No	29058	greater than 4000	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Cell lysate	surface contamination	
Cry9Aa2	No	No	Lepidoptera	Phthorimaea operculella	Yes	192464	80	ng/ml		10.1023/A:1009654400040		Larvae	1st Instar	Not specified	Diet incorporation	
Cry9Aa2	No	No	Lepidoptera	Helicoverpa punctigera	Yes	27545	944	ng/cm2		10.1016/S0022-2011(02)00035-6		Larvae	1st Instar 	Purified crystals	Surface contamination	
Cry9Aa2	No	No	Lepidoptera	Epiphyas postvittana	Yes	65032			0.7	10.1099/00221287-138-1-55		Larvae	1st Instar	Cell lysate	Diet incorporation	Called Cry517 in publication
Cry9Ca	No	No	Lepidoptera	Choristoneura fumiferana	Yes	7141	2.4	ng/larva		10.1111/j.1574-6968.2002.tb11378.x		Larvae	6th instar	Purified crystals	droplet feeding	Results expressed as EC50 in ng toxin per larva: 2.4 and 5.1ng/ml in different assays
Cry9Ca	No	No	Lepidoptera	Epinotia aporema	Yes	437486	3900	ng/ml		10.1016/j.jip.2006.09.002		Larvae	1st Instar	Purified crystals	diet incorporation	
Cry9Ca	No	No	Lepidoptera	Plutella xylostella	Yes	51655	915	ng/ml		10.1007/s00253-012-4213-y		Larvae	3rd instar	Cell lysate	leaf dip	
Cry9Cb1	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504	1.28	µg/ml		10.1021/acs.jafc.9b00385		larvae	1st Instar		Diet incorporation	
Cry9Cb1	No	No	Lepidoptera	Plutella xylostella	Yes	51655	0.38	µg/ml		10.1021/acs.jafc.9b00385		larvae	2nd Instar		Leaf dip	
Cry9Cb1	No	No	Lepidoptera	Mythimna separata	Yes	271217	244.77	µg/ml		10.1021/acs.jafc.9b00385		larvae	1st Instar		Diet incorporation	
Cry9Cb1	No	No	Lepidoptera	Chilo suppressalis	Yes	168631	0.5	µg/ml		10.1021/acs.jafc.9b00385		larvae	1st Instar		Diet incorporation	
Cry9Cb1	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	130.22	µg/ml		10.1021/acs.jafc.9b00385		larvae	1st Instar		Diet incorporation	
Cry9Ea	No	No	Lepidoptera	Cydia pomonella	Yes	82600	0.3	ng/cm2		10.1002/ps.6157		larvae	1st instar	Purified protein	Surface contamination	
Cyt1A	No	No	Diptera	Culex quinquefasciatus	Yes	7176	25600	ng/ml		10.1073/pnas.94.20.10536		Larvae	4th instar	Spore crystal mix	addition to water	
Cyt1A	No	No	Diptera	Culex quinquefasciatus	Yes	7176	6250	ng/ml		10.1128/AEM.71.1.185-189.2005		Larvae	4th instar	Spore crystal mix	addition to water	Variable LC50 across generations and assays from 6250-37500ng/ml
Cyt1A	No	No	Lepidoptera	Trichoplusia ni	No	7111				10.1128/AEM.65.5.2049-2053.1999		Larvae	1st Instar	Purified crystals		
Cyt1Aa	No	No	Diptera	Aedes aegypti	Yes	7159	1244.6	ng/ml		10.1073/pnas.0505494102		Larvae	4th instar	Purified crystals	addition to water	
Cyt1Aa	No	No	Lepidoptera	Pectinophora gossypiella	No	13191				10.1128/AEM.67.1.462-463.2001		Larvae	1st Instar	Purified crystals	diet incorporation	0% at 1600 ng/g after 21days
Cyt1Aa	No	No	Diptera	Aedes aegypti	Yes	7159	1209	ng/ml		10.1111/j.1574-6968.1995.tb07784.x		Larvae	3 day old	Purified crystals	addition to water	
Cyt1Aa	No	No	Diptera	Simulium spp	No		greater than 2500	mg/ml		10.1016/j.jip.2014.07.003		Larvae	Unknown	Spore crystal mix	addition to water	
Cyt1Aa	No	No	Diptera	Aedes aegypti	Yes	7159	952.5	ng/ml		10.1016/j.peptides.2010.06.005		Larvae	4th Instar		addition to water	
Cyt1Aa	No	No	Diptera	Aedes aegypti	Yes	7159	739	ng/ml		10.1128/AEM.00409-09		Larvae	4th instar	Purified crystals	addition to water	
Cyt1Aa	No	No	Diptera	Aedes aegypti	Yes	7159	1100	ng/ml		10.1111/1462-2920.12263		Larvae	4th instar	Spore crystal mix	addition to water	
Cyt1Aa	No	No	Diptera	Culex quinquefasciatus	Yes	7176	2360	ng/ml		10.1603/0022-2585-41.3.435		Larvae	4th instar	Spore crystal mix	addition to water	
Cyt1Aa	No	No	Diptera	Culex quinquefasciatus	Yes	7176	31300	ng/ml		10.4014/jmb.1301.01062		Larvae	4th instar	Spore crystal mix	droplet feeding	
Cyt1Aa	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029	 	 	40% reduction in average weight compared to control group for doses of 125 µg/ml or higher	10.1128/AEM.00686-09		Nymph	Not specified	Purified protein	Membrane feeding	mortality was observed after 3 to 6 days of exposure
Cyt1Aa	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029				10.1128/AEM.00686-09		Nymph		Purified protein	Membrane feeding	40% reduction in average weight compared to control group for doses of 125 µg/ml or higher
Cyt1Aa	No	No	Diptera	Anopheles albimanus	No	7167			0% at 360ng/ml 	10.1016/j.jip.2010.03.007		Larvae	4th Instar	Spore crystal mix	addition to water	0% mortality observed after 1 day
Cyt1Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	0.4	µg/ml		10.1128/AEM.68.3.1228-1231.2002		Larvae	4th Instar	Purified protein	Addition to water	
Cyt1Aa1	No	No	Diptera	Calliphora stygia	Yes	145453	305	µg/ml	 	10.1128/AEM.64.10.4060-4061.1998		Larvae	1st Instar 	Purified protein	Diet incorporation	
Cyt1Aa1	No	No	Diptera	Lucilia cuprina	Yes	7375	296	µg/ml		10.1128/AEM.64.10.4060-4061.1998		Larvae	1st Instar	Purified protein	Diet incorporation	
Cyt1Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	0.73	µg/ml	 	10.1093/jme/tjaa116		Larvae	4th Instar	Purified Crystals	Addition to Water	
Cyt1Aa1	No	No	Diptera	Lucilia sericata	Yes	13632	236	µg/ml	 	10.1128/AEM.64.10.4060-4061.1998		Larvae	1st Instar 	Purified protein	Diet incorporation	
Cyt1Aa1	No	No	Diptera	Ceratitis capitata	Yes	7213	4.93	µg/cm		10.1002/ps.1965		Larvae	3rd Instar	Purified protein	Surface contamination	
Cyt1Aa1	No	No	Diptera	Chironomus tepperi	Yes	113505	31	mg/L		10.1016/j.jip.2004.10.004		Larvae	4th Instar	Spore crystal mix	Addition to water	
Cyt1Aa2	No	No	Diptera	Anopheles gambiae	Yes	7165	1	µg/ml		10.1099/13500872-140-8-1869		Larvae	Not Specified	Purified protein	Addition to water	
Cyt1Aa2	No	No	Diptera	Culex pipiens	Yes	7175	0.5	µg/ml		10.1099/13500872-140-8-1869		Larvae	Not Specified	Purified protein	Addition to water	
Cyt1Aa4	No	No	Diptera	Culex quinquefasciatus	Yes	7176	greater than 1000	µg/ml		10.1128/aem.59.3.815-821.1993		Larvae	4th Instar	Purified protein	Addition to water	
Cyt1Aa4	No	No	Diptera	Aedes aegypti	Yes	7159	60	ng/ml		10.1111/j.1365-2958.1994.tb00488.x		Larvae	1st Instar 	Purified protein	Addition to water	
Cyt1Ab1	No	No	Diptera	Culex pipiens	Yes	7175	5.7	µg/ml	 	10.1128/aem.63.2.468-473.1997		Larvae	4th Instar	Purified protein	Addition to water	
Cyt1Ab1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	32.9-114.5	µg/ml		10.1128/AEM.67.7.3280-3284.2001		Larvae	4th Instar	Spore crystal mix	Addition to water	LC50 range due to different strains used
Cyt1Ab1	No	No	Diptera	Anopheles stephensi	Yes	30069	20	µg/ml		10.1128/aem.63.2.468-473.1997		Larvae	3rd Instar	Purified protein	Addition to water	
Cyt2Aa2	No	No	Diptera	Aedes aegypti	Yes	7159	245.4	ng/ml		10.1016/j.bbrc.2015.11.115		Larvae	Not specified	Other 	Addition to water	"Solubilised	 trypsin-activated inclusions"
Cyt2Aa2	No	No	Diptera	Aedes aegypti	Yes	7159	350	ng/ml		10.1016/j.femsle.2005.08.038		Larvae	2nd Instar	Purified crystals	addition to water	
Cyt2Aa2	No	No	Diptera	Culex quinquefasciatus	Yes	7176	250	ng/ml		10.1016/j.femsle.2005.08.038		Larvae	2nd instar	Purified crystals	addition to water	
Cyt2Aa3	No	No	Diptera	Chironomus tepperi	Yes	113505	36	µg/ml		10.1007/s00284-011-0070-7		Larvae	Not specified	Cell lysate	Not specified	
Cyt2Aa3	No	No	Lepidoptera	Helicoverpa armigera	No	29058	"NA	 not toxic"	NA not toxic		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	diet incorporation	
Cyt2Aa3	No	No	Lepidoptera	Chilo suppressalis	No	168631	"NA	 not toxic"	NA not toxic		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	diet incorporation	
Cyt2Aa3	No	No	Diptera	Culex quinquefasciatus	Yes	7176	0.53	µg/ml		10.1007/s00284-011-0070-7		Larvae	Not specified	Cell lysate	Not specified	insoluble toxin mixture containing tested protein inclusions 
Cyt2Ba1	No	No	Diptera	Culex pipiens	Yes	7175	5	µg/ml	 	10.1128/AEM.68.3.1228-1231.2002		Larvae	4th Instar	Purified protein	Addition to water	
Cyt2Ba1	No	No	Diptera	Aedes aegypti	Yes	7159	3.6	µg/ml		10.1128/AEM.68.3.1228-1231.2002		Larvae	4th Instar	Purified protein	Addition to water	
Cyt2Ba1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	1.8	µg/ml		10.1128/AEM.68.3.1228-1231.2002		Larvae	4th Instar	Purified protein	Addition to water	
Cyt2Ba1	No	No	Diptera	Anopheles stephensi	Yes	30069	5.5	µg/ml		10.1128/AEM.68.3.1228-1231.2002		Larvae	3rd Instar	Purified protein	Addition to water	
Cyt2Bb1	No	No	Diptera	Aedes aegypti	Yes	7159	6.8	µg/ml	 	10.1128/aem.63.8.3254-3260.1997		Larvae	2nd Instar	Spore crystal mix	Addition to water	
Cyt2Bc1	No	No	Diptera	Aedes aegypti	Yes	7159	7	µg/ml	 	10.1128/AEM.68.3.1228-1231.2002 		Larvae	4th Instar	Purified protein	Addition to water	
Cyt2Bc1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	1.8	µg/ml		10.1128/AEM.68.3.1228-1231.2002		Larvae	4th Instar	Purified protein	Addition to water	
Cyt2Bc1	No	No	Diptera	Anopheles stephensi	Yes	30069	11	µg/ml		10.1128/AEM.68.3.1228-1231.2002		Larvae	3rd Instar	Purified protein	Addition to water	
Cyt2Bc1	No	No	Diptera	Culex pipiens	Yes	7175	7.3	µg/ml	 	10.1128/AEM.68.3.1228-1231.2002 		Larvae	4th Instar	Purified protein	Addition to water	
Cyt8Aa1	No	No	Nematoda	Bursaphelenchus xylophilus	Yes	6326	96.5	µg/ml		10.1016/j.jip.2022.107726				Purified protein	Addition to water	4th stage juveniles assayed.
CytA	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029				10.1038/srep08791				Purified protein	Membrane feeding	"Demonstrated activity at 250-1	000 µg/ml"
CytB	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029				10.1038/srep08791				Purified protein	Membrane feeding	"Demonstrated activity at 250-1	000 µg/ml"
CytC	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029				10.1038/srep08791				Purified protein	Membrane feeding	"Demonstrated activity at 250-1	000 µg/ml"
DIG-303	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			23.05% at 350 µg/cm2		US10876131B2					"It was stated that 350 µg/cm2 was the ""application dose"" of the protein used in the testing."
DIG-305	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			90% at 80-100 ul		US10731176B2			Purified protein		It was stated that 80-100 µl of the protein aliquot solution was added to the diet surface in each well.
DIG-657	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	"greater than 9	000"	ng/cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-657	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	281	ng/cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-657	No	No	Lepidoptera	Heliothis virescens	Yes	7102	608	ng/cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-657	No	No	Lepidoptera	Anticarsia gemmatalis	Yes	129554	66	ng.cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-657	No	No	Lepidoptera	Chrysodeixis includens	Yes	689277	80	ng/cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-657	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	"greater than 9	000"	ng/cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-657	No	No	Lepidoptera	Plutella xylostella	Yes	51655	"greater than 9	000"	ng/cm2			CN106455545B	larvae	1st Instar		Diet incorporation	
DIG-76	No	No	Coleoptera	Leptinotarsa decemlineata	Yes	7539			81.3% at 9 µg/ul		US20160060306A1	larvae			Diet incorporation	"It was stated that the ""test leaf disks"" that were added to each well were treated with 9 ?g/ml of the insecticidal toxin."
DIG-90	No	No	Coleoptera	Leptinotarsa decemlineata	Yes	7539			62.5% at 9 µg/ul		US10028510B2	larvae		Purified protein	Diet incorporation	"It was stated that the ""test leaf disks"" that were added to each well were treated with 9 ?g/ml of the insecticidal toxin."
ET37	No	No	Hemiptera	Lygus hesperus	Yes	30085					US20090068159A1					Inhibitory protein 
ExsC	No	No	Diptera	Musca domestica	Yes	7370			10% at 1mg/ml 	10.1038/srep43805		Not specified	Not specified	Purified protein	Not specified	
Gpp34Ab1	Yes	Tpp35Ab1	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	 	 	0.91	10.1371/journal.pone.0053079.g001 			1st Instar	Purified protein	Surface contamination	
HOA73	No	No	Lepidoptera	Plutella xylostella	Yes	51655			85% at 220 µg/ul	10.1007/s13765-013-4273-4		larvae	2nd Instar			"Results obtained while being used in combination with organic sulfite pesticide. It was stated that ""220 ?g/ml of crude enzyme	 as well as 2% crude extract"" were used for testing."
HSY32	No	No	Nematoda	Caenorhabditis elegans	Yes	6239			100% at 500 ng/ml		CN113789285B	larvae		Purified protein		
IPD0083Cb	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	150	µg/mL		10.3390/toxins11070384		larvae	1st Instar	Desalted protein extracts or purification fractions	Diet incorporation	
IPD072Aa	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	20	µg/ml		10.1126/science.aaf6056		larvae		Purified protein	Diet incorporation	
IPD079Ea	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			100% at 1 ng/mg	10.1016/j.fct.2022.113187		larvae	1st Instar		Diet incorporation	
IPD083Aa	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	100	µg/mL		10.3390/toxins11070383		larvae	1st Instar		Diet incorporation	Observed 3-days post infestation
IPD083Aa	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	103	µg/mL		10.3390/toxins11070383		larvae	1st Instar	Desalted protein extracts or purification fractions	Diet incorporation	
IPD083Cb	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	130	µg/mL		10.3390/toxins11070383		larvae	1st Instar		Diet incorporation	Observed 3-days post infestation
IRDIG17912	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			36.05% at 46 µg/cm2		US10676757B2		1st Instar			"It was stated that the neonates tested were ""exposed to 46 ?g/cm2 of the protein treatment""."
IRDIG27642	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			9.54% at 42 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28672	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			3.13% at 22 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28674	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			11.78% at 25 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28680	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			21.11% at 42 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28682	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			26.78% at 42 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28684	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			35.75% at 23 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28686	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			50.27% at 42 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG28688	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390			49.67% at 42 µg/cm2		US20190380349A1	larvae	1st Instar	Spore crystal mix	Diet incorporation	
IRDIG31502	No	No	Hemiptera	Euschistus servus	Yes	756488			60% at 1000 µg/ml		US20200267993A1	Nymph	2nd instar	Purified protein	Diet incorporation	
IRDIG37126	No	No	Hemiptera	Euschistus servus	Yes	756488			greater than 50% at 250 µg/ml		US20200267993A1	Nymph	2nd instar	Purified protein	Diet incorporation	
Jjxsip1	No	No	Coleoptera	Holotrichia parallela	Yes	93412	30.9	µg/g			CN106905421B	larvae				
M100	No	No	Coleoptera	Anomala corpulenta	Yes	931571	0.2591 x 10(8)	CFU/g	 	10.1007/s00284-007-9018-3		Larvae	1st Instar			
M102	No	No	Coleoptera	Anomala corpulenta	Yes	931571	0.2334 x 10(8)	CFU/g		10.1007/s00284-007-9018-3		Larvae	1st Instar			
MH96	No	No	Lepidoptera	Plutella xylostella	Yes	51655			100% at 50 µl		WO2008041863A1	larvae	2nd and 3rd Instar		Diet incorporation	It was stated that 50 µl (as well as several dilutions) of the protein was placed onto pieces of the test diet.
MH96	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058			100% at 7 µl		WO2008041863A1	larvae	3rd Instar		Diet incorporation	"It was stated that 7 µl of ""neat toxin"" were added to a 4mm diet cube to obtain observed mortality"
MP467	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	279.8	ppm			US10457957B2	larvae	1st Instar			
MP467	No	No	Hemiptera	Lygus hesperus	Yes	30085	22.2	ppm			US10457957B2	nymph	2nd Instar			
McfBa1	No	No	Lepidoptera	Manduca sexta	Yes	7130	 	 	 	10.1073/pnas.102068099 		Larvae		Purified protein	Injection	
Mpf3Aa1	No	No	Lepidoptera	Agrotis ipsilon	No	56364	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpf3Aa1	No	No	Lepidoptera	Heliothis virescens	No	7102	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpf3Aa1	No	No	Coleoptera	Leptinotarsa decemlineata 	No	7539	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpf3Aa1	No	No	Lepidoptera	Spodoptera frugiperda	No	7108	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004		Larvae	1st Instar	Purified protein	Surface contamination	
